"Step","delivery run - score","delivery run - score__MIN","delivery run - score__MAX"
"0","-1.3153278484394093","-1.3153278484394093","-1.3153278484394093"
"1","9.010008281195708","9.010008281195708","9.010008281195708"
"2","-2.676902987352058","-2.676902987352058","-2.676902987352058"
"3","-2.5294192336221246","-2.5294192336221246","-2.5294192336221246"
"4","-0.10832340125898021","-0.10832340125898021","-0.10832340125898021"
"5","5.558042938784096","5.558042938784096","5.558042938784096"
"6","4.044181376513506","4.044181376513506","4.044181376513506"
"7","1.6703494516628767","1.6703494516628767","1.6703494516628767"
"8","-1.4950305864021076","-1.4950305864021076","-1.4950305864021076"
"9","-2.4574018276590923","-2.4574018276590923","-2.4574018276590923"
"10","-1.495655916269544","-1.495655916269544","-1.495655916269544"
"11","-0.4458314812741362","-0.4458314812741362","-0.4458314812741362"
"12","-2.56339580859273","-2.56339580859273","-2.56339580859273"
"13","5.876268340522525","5.876268340522525","5.876268340522525"
"14","-2.5430777620497875","-2.5430777620497875","-2.5430777620497875"
"15","3.374375890205325","3.374375890205325","3.374375890205325"
"16","4.050707427291579","4.050707427291579","4.050707427291579"
"17","14.129941881805136","14.129941881805136","14.129941881805136"
"18","-0.6867470647165899","-0.6867470647165899","-0.6867470647165899"
"19","0.9417585912327002","0.9417585912327002","0.9417585912327002"
"20","-2.312235668201136","-2.312235668201136","-2.312235668201136"
"21","-4.331907445152723","-4.331907445152723","-4.331907445152723"
"22","0.0785601958713702","0.0785601958713702","0.0785601958713702"
"23","4.891672310024047","4.891672310024047","4.891672310024047"
"24","-3.6783483538884765","-3.6783483538884765","-3.6783483538884765"
"25","2.9187576060040614","2.9187576060040614","2.9187576060040614"
"26","6.308444895470588","6.308444895470588","6.308444895470588"
"27","1.9839283272061436","1.9839283272061436","1.9839283272061436"
"28","-2.8831175010766064","-2.8831175010766064","-2.8831175010766064"
"29","4.006178990643296","4.006178990643296","4.006178990643296"
"30","10.996679891784293","10.996679891784293","10.996679891784293"
"31","0.15870360635799496","0.15870360635799496","0.15870360635799496"
"32","1.6897256051521463","1.6897256051521463","1.6897256051521463"
"33","1.330165609825805","1.330165609825805","1.330165609825805"
"34","5.154818820305122","5.154818820305122","5.154818820305122"
"35","3.561886556092877","3.561886556092877","3.561886556092877"
"36","2.56348060412009","2.56348060412009","2.56348060412009"
"37","-3.625965610881188","-3.625965610881188","-3.625965610881188"
"38","-3.362404344504506","-3.362404344504506","-3.362404344504506"
"39","-2.9769298488479743","-2.9769298488479743","-2.9769298488479743"
"40","1.3166709029842112","1.3166709029842112","1.3166709029842112"
"41","3.1483827942019538","3.1483827942019538","3.1483827942019538"
"42","-3.730709925688922","-3.730709925688922","-3.730709925688922"
"43","-1.0769129969599835","-1.0769129969599835","-1.0769129969599835"
"44","12.728791110904181","12.728791110904181","12.728791110904181"
"45","0.5239623330513137","0.5239623330513137","0.5239623330513137"
"46","-0.8989358657769841","-0.8989358657769841","-0.8989358657769841"
"47","-2.8302580921581852","-2.8302580921581852","-2.8302580921581852"
"48","-2.351267186575871","-2.351267186575871","-2.351267186575871"
"49","5.559768534854881","5.559768534854881","5.559768534854881"
"50","-2.973436427828905","-2.973436427828905","-2.973436427828905"
"51","-2.8131340600652526","-2.8131340600652526","-2.8131340600652526"
"52","2.5555144965987777","2.5555144965987777","2.5555144965987777"
"53","3.8085433077872732","3.8085433077872732","3.8085433077872732"
"54","-3.2776252258370673","-3.2776252258370673","-3.2776252258370673"
"55","-2.4685984085918182","-2.4685984085918182","-2.4685984085918182"
"56","5.5239339054623855","5.5239339054623855","5.5239339054623855"
"57","4.249730773521955","4.249730773521955","4.249730773521955"
"58","-2.6104469533972563","-2.6104469533972563","-2.6104469533972563"
"59","0.36735684892723874","0.36735684892723874","0.36735684892723874"
"60","10.56140001860932","10.56140001860932","10.56140001860932"
"61","-1.1046620865508183","-1.1046620865508183","-1.1046620865508183"
"62","-3.0397824567006095","-3.0397824567006095","-3.0397824567006095"
"63","-3.768621608003214","-3.768621608003214","-3.768621608003214"
"64","-2.8517732365715056","-2.8517732365715056","-2.8517732365715056"
"65","-1.3646265316090633","-1.3646265316090633","-1.3646265316090633"
"66","-4.36834034415277","-4.36834034415277","-4.36834034415277"
"67","0.5890060844231106","0.5890060844231106","0.5890060844231106"
"68","-1.602067897051806","-1.602067897051806","-1.602067897051806"
"69","-2.593211310478239","-2.593211310478239","-2.593211310478239"
"70","1.4665916640583","1.4665916640583","1.4665916640583"
"71","-1.7366752479915344","-1.7366752479915344","-1.7366752479915344"
"72","2.5590311457739663","2.5590311457739663","2.5590311457739663"
"73","-4.241681364042462","-4.241681364042462","-4.241681364042462"
"74","10.61986851270022","10.61986851270022","10.61986851270022"
"75","-1.8240526172294271","-1.8240526172294271","-1.8240526172294271"
"76","-1.8100691575965597","-1.8100691575965597","-1.8100691575965597"
"77","7.918339791495061","7.918339791495061","7.918339791495061"
"78","-1.4596062584212253","-1.4596062584212253","-1.4596062584212253"
"79","3.3754876970421375","3.3754876970421375","3.3754876970421375"
"80","-4.480952380952381","-4.480952380952381","-4.480952380952381"
"81","8.539678081726832","8.539678081726832","8.539678081726832"
"82","9.217425006636086","9.217425006636086","9.217425006636086"
"83","4.709071125794823","4.709071125794823","4.709071125794823"
"84","2.1175474753347965","2.1175474753347965","2.1175474753347965"
"85","-2.4974476060038064","-2.4974476060038064","-2.4974476060038064"
"86","-1.892544454101476","-1.892544454101476","-1.892544454101476"
"87","0.45336274135536136","0.45336274135536136","0.45336274135536136"
"88","-2.9038134106257316","-2.9038134106257316","-2.9038134106257316"
"89","-2.524264929327768","-2.524264929327768","-2.524264929327768"
"90","9.794607809656931","9.794607809656931","9.794607809656931"
"91","-1.5162304741472812","-1.5162304741472812","-1.5162304741472812"
"92","-3.133589680690925","-3.133589680690925","-3.133589680690925"
"93","-2.405023236904607","-2.405023236904607","-2.405023236904607"
"94","-3.4938122112340757","-3.4938122112340757","-3.4938122112340757"
"95","0.6174583100049267","0.6174583100049267","0.6174583100049267"
"96","-0.565748075468516","-0.565748075468516","-0.565748075468516"
"97","3.6593093896592688","3.6593093896592688","3.6593093896592688"
"98","1.6393945638042986","1.6393945638042986","1.6393945638042986"
"99","-3.014542061643306","-3.014542061643306","-3.014542061643306"
"100","-3.949757544736541","-3.949757544736541","-3.949757544736541"
"101","-0.7608388479878023","-0.7608388479878023","-0.7608388479878023"
"102","-0.7116441367317936","-0.7116441367317936","-0.7116441367317936"
"103","5.787300837407671","5.787300837407671","5.787300837407671"
"104","1.9086941743091455","1.9086941743091455","1.9086941743091455"
"105","12.33405278047841","12.33405278047841","12.33405278047841"
"106","-0.4482787066664691","-0.4482787066664691","-0.4482787066664691"
"107","-1.0441507275279038","-1.0441507275279038","-1.0441507275279038"
"108","2.1898636047835254","2.1898636047835254","2.1898636047835254"
"109","1.0465763104927444","1.0465763104927444","1.0465763104927444"
"110","1.2602926504430796","1.2602926504430796","1.2602926504430796"
"111","-4.165240778486057","-4.165240778486057","-4.165240778486057"
"112","-1.9540633523950688","-1.9540633523950688","-1.9540633523950688"
"113","5.213992223608168","5.213992223608168","5.213992223608168"
"114","-1.7248423028118287","-1.7248423028118287","-1.7248423028118287"
"115","-4.302138497117493","-4.302138497117493","-4.302138497117493"
"116","-0.8175785431325151","-0.8175785431325151","-0.8175785431325151"
"117","-3.419758272833585","-3.419758272833585","-3.419758272833585"
"118","0.39207839110777964","0.39207839110777964","0.39207839110777964"
"119","-0.5409184052201228","-0.5409184052201228","-0.5409184052201228"
"120","-2.9064491233672767","-2.9064491233672767","-2.9064491233672767"
"121","-3.6302490071020532","-3.6302490071020532","-3.6302490071020532"
"122","-1.6902189421410898","-1.6902189421410898","-1.6902189421410898"
"123","9.827705548826025","9.827705548826025","9.827705548826025"
"124","1.9558627691040193","1.9558627691040193","1.9558627691040193"
"125","7.745603786550241","7.745603786550241","7.745603786550241"
"126","-4.203371319622761","-4.203371319622761","-4.203371319622761"
"127","-3.1147971848346114","-3.1147971848346114","-3.1147971848346114"
"128","7.829115123059731","7.829115123059731","7.829115123059731"
"129","-4.298569961263359","-4.298569961263359","-4.298569961263359"
"130","4.710059246112074","4.710059246112074","4.710059246112074"
"131","-2.619525808832817","-2.619525808832817","-2.619525808832817"
"132","-2.958161015444628","-2.958161015444628","-2.958161015444628"
"133","-1.4793379219361236","-1.4793379219361236","-1.4793379219361236"
"134","2.2067485296382623","2.2067485296382623","2.2067485296382623"
"135","2.0106995563092056","2.0106995563092056","2.0106995563092056"
"136","6.0861080857135","6.0861080857135","6.0861080857135"
"137","1.3174164332886367","1.3174164332886367","1.3174164332886367"
"138","-1.5352410859899424","-1.5352410859899424","-1.5352410859899424"
"139","-2.0797661002692314","-2.0797661002692314","-2.0797661002692314"
"140","-2.2741656266729953","-2.2741656266729953","-2.2741656266729953"
"141","0.4609235048693483","0.4609235048693483","0.4609235048693483"
"142","-2.4988204959785496","-2.4988204959785496","-2.4988204959785496"
"143","-2.357386863795862","-2.357386863795862","-2.357386863795862"
"144","-0.46498964645367113","-0.46498964645367113","-0.46498964645367113"
"145","0.2230909997162689","0.2230909997162689","0.2230909997162689"
"146","-2.0490325850532725","-2.0490325850532725","-2.0490325850532725"
"147","8.322963984061438","8.322963984061438","8.322963984061438"
"148","3.575312422851489","3.575312422851489","3.575312422851489"
"149","-3.228839774803341","-3.228839774803341","-3.228839774803341"
"150","-2.0606232625675505","-2.0606232625675505","-2.0606232625675505"
"151","-2.3196054628394687","-2.3196054628394687","-2.3196054628394687"
"152","-1.5116500546420681","-1.5116500546420681","-1.5116500546420681"
"153","-0.7841617245491035","-0.7841617245491035","-0.7841617245491035"
"154","-4.506716846098453","-4.506716846098453","-4.506716846098453"
"155","-2.554068170986324","-2.554068170986324","-2.554068170986324"
"156","-2.724068494325759","-2.724068494325759","-2.724068494325759"
"157","-3.5007791623829907","-3.5007791623829907","-3.5007791623829907"
"158","-4.19857411181939","-4.19857411181939","-4.19857411181939"
"159","6.238051984803116","6.238051984803116","6.238051984803116"
"160","0.13200099998978132","0.13200099998978132","0.13200099998978132"
"161","-3.6243108289175456","-3.6243108289175456","-3.6243108289175456"
"162","2.6282797431202596","2.6282797431202596","2.6282797431202596"
"163","-2.665549401876295","-2.665549401876295","-2.665549401876295"
"164","-2.69924398511355","-2.69924398511355","-2.69924398511355"
"165","6.077304720287723","6.077304720287723","6.077304720287723"
"166","-0.17356773638901313","-0.17356773638901313","-0.17356773638901313"
"167","-2.8755915052294307","-2.8755915052294307","-2.8755915052294307"
"168","3.444815916333061","3.444815916333061","3.444815916333061"
"169","3.0662900867229226","3.0662900867229226","3.0662900867229226"
"170","3.6119922446436252","3.6119922446436252","3.6119922446436252"
"171","4.001952593519155","4.001952593519155","4.001952593519155"
"172","8.85864424594981","8.85864424594981","8.85864424594981"
"173","0.6340802789818705","0.6340802789818705","0.6340802789818705"
"174","3.71123600507355","3.71123600507355","3.71123600507355"
"175","1.143516746822777","1.143516746822777","1.143516746822777"
"176","3.285039430970996","3.285039430970996","3.285039430970996"
"177","-3.989093870196881","-3.989093870196881","-3.989093870196881"
"178","6.800742500898812","6.800742500898812","6.800742500898812"
"179","3.495803562303916","3.495803562303916","3.495803562303916"
"180","-2.967405943220225","-2.967405943220225","-2.967405943220225"
"181","-3.9528537872494844","-3.9528537872494844","-3.9528537872494844"
"182","0.7113284268721394","0.7113284268721394","0.7113284268721394"
"183","5.849592921700355","5.849592921700355","5.849592921700355"
"184","-2.2637507525621503","-2.2637507525621503","-2.2637507525621503"
"185","-3.1069314995848485","-3.1069314995848485","-3.1069314995848485"
"186","-2.285929091899873","-2.285929091899873","-2.285929091899873"
"187","9.810440416104813","9.810440416104813","9.810440416104813"
"188","-0.009391508722165653","-0.009391508722165653","-0.009391508722165653"
"189","5.348693649042337","5.348693649042337","5.348693649042337"
"190","4.792763612844746","4.792763612844746","4.792763612844746"
"191","0.2811501926412667","0.2811501926412667","0.2811501926412667"
"192","-1.6281755259049455","-1.6281755259049455","-1.6281755259049455"
"193","-0.6528374261333418","-0.6528374261333418","-0.6528374261333418"
"194","5.238367362195344","5.238367362195344","5.238367362195344"
"195","-2.7499945234159275","-2.7499945234159275","-2.7499945234159275"
"196","1.4916728736731262","1.4916728736731262","1.4916728736731262"
"197","-4.36834034415277","-4.36834034415277","-4.36834034415277"
"198","5.543297929558488","5.543297929558488","5.543297929558488"
"199","0.5415290920243203","0.5415290920243203","0.5415290920243203"
"200","-2.676645881708721","-2.676645881708721","-2.676645881708721"
"201","1.0569005933188942","1.0569005933188942","1.0569005933188942"
"202","5.340823315745082","5.340823315745082","5.340823315745082"
"203","-3.155967078189301","-3.155967078189301","-3.155967078189301"
"204","-4.112859830281694","-4.112859830281694","-4.112859830281694"
"205","3.8114111356562947","3.8114111356562947","3.8114111356562947"
"206","9.849537351045367","9.849537351045367","9.849537351045367"
"207","-1.195593865125673","-1.195593865125673","-1.195593865125673"
"208","0.950881855907812","0.950881855907812","0.950881855907812"
"209","-3.416327055964701","-3.416327055964701","-3.416327055964701"
"210","0.16313345740390695","0.16313345740390695","0.16313345740390695"
"211","1.6729542352706757","1.6729542352706757","1.6729542352706757"
"212","-1.3708586924993824","-1.3708586924993824","-1.3708586924993824"
"213","-1.4248142904467","-1.4248142904467","-1.4248142904467"
"214","-2.988984883908083","-2.988984883908083","-2.988984883908083"
"215","-4.866666666666667","-4.866666666666667","-4.866666666666667"
"216","6.243389866073962","6.243389866073962","6.243389866073962"
"217","-3.524697780845636","-3.524697780845636","-3.524697780845636"
"218","-1.6230727390308992","-1.6230727390308992","-1.6230727390308992"
"219","2.904676219923746","2.904676219923746","2.904676219923746"
"220","3.17912671543049","3.17912671543049","3.17912671543049"
"221","9.959817374249328","9.959817374249328","9.959817374249328"
"222","6.1773865955713845","6.1773865955713845","6.1773865955713845"
"223","-0.8937569306034572","-0.8937569306034572","-0.8937569306034572"
"224","1.1558632596479388","1.1558632596479388","1.1558632596479388"
"225","7.087835949726713","7.087835949726713","7.087835949726713"
"226","4.053074836038395","4.053074836038395","4.053074836038395"
"227","-0.01862384924860594","-0.01862384924860594","-0.01862384924860594"
"228","4.221707370605554","4.221707370605554","4.221707370605554"
"229","1.9768529850371532","1.9768529850371532","1.9768529850371532"
"230","-0.9005075511960916","-0.9005075511960916","-0.9005075511960916"
"231","-3.5701904215054214","-3.5701904215054214","-3.5701904215054214"
"232","1.2822256769653713","1.2822256769653713","1.2822256769653713"
"233","1.0533584119983965","1.0533584119983965","1.0533584119983965"
"234","-0.8980266537666175","-0.8980266537666175","-0.8980266537666175"
"235","-2.913129945379757","-2.913129945379757","-2.913129945379757"
"236","0.6637113890038693","0.6637113890038693","0.6637113890038693"
"237","2.665892478083914","2.665892478083914","2.665892478083914"
"238","-3.262869380644429","-3.262869380644429","-3.262869380644429"
"239","-2.8529787783607707","-2.8529787783607707","-2.8529787783607707"
"240","-3.1064491233672764","-3.1064491233672764","-3.1064491233672764"
"241","6.402730205720186","6.402730205720186","6.402730205720186"
"242","-1.9426894634992857","-1.9426894634992857","-1.9426894634992857"
"243","13.794436494338786","13.794436494338786","13.794436494338786"
"244","-1.1082951140246644","-1.1082951140246644","-1.1082951140246644"
"245","-1.9425894201259677","-1.9425894201259677","-1.9425894201259677"
"246","-0.696383347714685","-0.696383347714685","-0.696383347714685"
"247","-1.1442569510686247","-1.1442569510686247","-1.1442569510686247"
"248","-1.6594991242416839","-1.6594991242416839","-1.6594991242416839"
"249","4.004857221539082","4.004857221539082","4.004857221539082"
"250","7.533297534655301","7.533297534655301","7.533297534655301"
"251","3.5183869189020793","3.5183869189020793","3.5183869189020793"
"252","-4.0795264927717705","-4.0795264927717705","-4.0795264927717705"
"253","12.908597735553748","12.908597735553748","12.908597735553748"
"254","7.646157584379765","7.646157584379765","7.646157584379765"
"255","-3.3259674015075245","-3.3259674015075245","-3.3259674015075245"
"256","1.2894334323486847","1.2894334323486847","1.2894334323486847"
"257","-0.8189439757364996","-0.8189439757364996","-0.8189439757364996"
"258","-4.365240778486056","-4.365240778486056","-4.365240778486056"
"259","-2.057598262661102","-2.057598262661102","-2.057598262661102"
"260","1.5299038217265304","1.5299038217265304","1.5299038217265304"
"261","0.7000904864622202","0.7000904864622202","0.7000904864622202"
"262","2.5530537365572954","2.5530537365572954","2.5530537365572954"
"263","-1.322366022124792","-1.322366022124792","-1.322366022124792"
"264","-3.38190942091437","-3.38190942091437","-3.38190942091437"
"265","-4.231903294596693","-4.231903294596693","-4.231903294596693"
"266","-2.9107300257351336","-2.9107300257351336","-2.9107300257351336"
"267","-3.2100256067906003","-3.2100256067906003","-3.2100256067906003"
"268","-1.3358704821424907","-1.3358704821424907","-1.3358704821424907"
"269","-2.7207348376529907","-2.7207348376529907","-2.7207348376529907"
"270","-3.9660693419266813","-3.9660693419266813","-3.9660693419266813"
"271","-3.448098506939929","-3.448098506939929","-3.448098506939929"
"272","4.505280894939062","4.505280894939062","4.505280894939062"
"273","-3.132109228910981","-3.132109228910981","-3.132109228910981"
"274","-3.733588023208688","-3.733588023208688","-3.733588023208688"
"275","4.2956589453284355","4.2956589453284355","4.2956589453284355"
"276","-2.215972932891086","-2.215972932891086","-2.215972932891086"
"277","-3.0755915052294305","-3.0755915052294305","-3.0755915052294305"
"278","1.173553161067554","1.173553161067554","1.173553161067554"
"279","-2.1741636914306204","-2.1741636914306204","-2.1741636914306204"
"280","4.193283953651789","4.193283953651789","4.193283953651789"
"281","7.262753236550919","7.262753236550919","7.262753236550919"
"282","10.091705373406882","10.091705373406882","10.091705373406882"
"283","0.9170478801842892","0.9170478801842892","0.9170478801842892"
"284","-0.03869241789840672","-0.03869241789840672","-0.03869241789840672"
